userId,testValues
6890, 0 0 0 0 0
6893, 0 0 0 0 0
6897, 0 0 0 0 0
6907, 0 0 0 0 0
6910, 10 10 9 0 0
6914, 0 0 0 0 0
6922, 0 0 0 0 0
6932, 10 10 0 0 0
6937, 9 9 0 0 0
6939, 9 9 9 9 0
6941, 1.000000e+01 10 10 10 10
6950, 0 0 0 0 0
6951, 5 5 5 0 0
6952, 10 10 10 10 10
6958, 6 4 3 3 0
6961, 10 0 0 0 0
6963, 7 7 7 7 7
6966, 6 0 0 0 0
6969, 10 10 10 10 8
6972, 9 9 9 9 9
6982, 0 0 0 0 0
6985, 8 8 8 8 7
6986, 10 0 0 0 0
6987, 9 0 0 0 0
6988, 0 0 0 0 0
6992, 10 0 0 0 0
6999, 0 0 0 0 0
7003, 10 10 9 9 8
7004, 9 7.000000e+00 3 0 0
7005, 0 0 0 0 0
7006, 10 0 0 0 0
7008, 0 0 0 0 0
7010, 9 9 1 0 0
7012, 8 8 8 8 6.000000e+00
7014, 0 0 0 0 0
7015, 0 0 0 0 0
7018, 0 0 0 0 0
7022, 0 0 0 0 0
7026, 0 0 0 0 0
7030, 0 0 0 0 0
7031, 10 9 9 9 9
7036, 10 10 10 10 10
7043, 10 10 10 10 0
7049, 5 5 0 0 0
7050, 0 0 0 0 0
7053, 9 9 9 9 7
7057, 10 9 6 6 6.000000e+00
7060, 7.000000e+00 0 0 0 0
7063, 7 0 0 0 0
7069, 5 0 0 0 0
7074, 6.000000e+00 0 0 0 0
7078, 7 5 5 0 0
7085, 4 4 0 0 0
7090, 10 10 10 10 10
7091, 0 0 0 0 0
7093, 8 0 0 0 0
7095, 0 0 0 0 0
7096, 8 8 8 6.000000e+00 5
7098, 9 9 8 8 7
7099, 0 0 0 0 0
7100, 8 6 0 0 0
7103, 8 5 4 4 4
7106, 0 0 0 0 0
7114, 10 5 0 0 0
7124, 10 8 7 6 6
7125, 6.000000e+00 6.000000e+00 0 0 0
7128, 7 7 0 0 0
7132, 0 0 0 0 0
7139, 7 6.000000e+00 0 0 0
7143, 0 0 0 0 0
7145, 10 0 0 0 0
7146, 8 8 8 0 0
7147, 8 5 0 0 0
7152, 0 0 0 0 0
7153, 0 0 0 0 0
7154, 0 0 0 0 0
7157, 10 0 0 0 0
7160, 8 7.000000e+00 6 5 5
7161, 10 10 0 0 0
7163, 0 0 0 0 0
7166, 9 0 0 0 0
7170, 10 10 10 0 0
7171, 10 0 0 0 0
7172, 0 0 0 0 0
7173, 9 0 0 0 0
7174, 0 0 0 0 0
7176, 3 0 0 0 0
7179, 0 0 0 0 0
7180, 7 6 2 2 0
7182, 6 0 0 0 0
7187, 9 0 0 0 0
7197, 0 0 0 0 0
7202, 0 0 0 0 0
7203, 0 0 0 0 0
7204, 6 6 0 0 0
7230, 8 8 8 8 7
7236, 10 10 1.000000e+01 9 9
7242, 1.000000e+01 10 10 10 10
7246, 8 8 8 7 7
7253, 0 0 0 0 0
7258, 0 0 0 0 0
7259, 4 2 2 0 0
7260, 6 6 0 0 0
7261, 0 0 0 0 0
7263, 7.000000e+00 7.000000e+00 0 0 0
7267, 0 0 0 0 0
7274, 8 8 0 0 0
7282, 9 9 8 8 8
7285, 7.000000e+00 7 4 0 0
7286, 7 7 7 3 0
7293, 7.000000e+00 7.000000e+00 7.000000e+00 7 7
7297, 5 0 0 0 0
7298, 0 0 0 0 0
7302, 0 0 0 0 0
7308, 10 0 0 0 0
7311, 8 8 8 4 4
7318, 6 6 6 6.000000e+00 0
7321, 10 10 0 0 0
7327, 1.000000e+01 10 10 10 0
7328, 10 8 8 0 0
7330, 7 0 0 0 0
7331, 9 8 8 7 4
7332, 10 9 7 0 0
7350, 8 0 0 0 0
7352, 9 8 8 8 7.000000e+00
7356, 9 8 0 0 0
7358, 7 6 6.000000e+00 0 0
7359, 0 0 0 0 0
7360, 0 0 0 0 0
7361, 0 0 0 0 0
7362, 9 8 8 8 8
7363, 4 0 0 0 0
7366, 0 0 0 0 0
7370, 10 10 9.074886e+00 0 0
7377, 0 0 0 0 0
7381, 8 0 0 0 0
7384, 9 0 0 0 0
7385, 0 0 0 0 0
7389, 0 0 0 0 0
7391, 10 10 0 0 0
7392, 6 6 6 6 3
7393, 1.000000e+01 10 10 10 10
7396, 1 0 0 0 0
7404, 10 10 7 0 0
7405, 10 0 0 0 0
7412, 4 3 3 0 0
7420, 9 7 7 0 0
7421, 8 7 0 0 0
7422, 9 9 9 9 9
7426, 10 0 0 0 0
7433, 9 7 7 5 2
7435, 7 7 7 7 7
7439, 0 0 0 0 0
7444, 7 5 5 0 0
7445, 9 9 9 9 8
7450, 0 0 0 0 0
7452, 0 0 0 0 0
7454, 8 7 7 7 0
7455, 5 5 5 0 0
7461, 10 10 10 7 7
7472, 2 2 2 0 0
7475, 0 0 0 0 0
7479, 10 6 0 0 0
7480, 0 0 0 0 0
7490, 0 0 0 0 0
7501, 0 0 0 0 0
7512, 9 9 3.000000e+00 0 0
7513, 10 0 0 0 0
7514, 6 0 0 0 0
7517, 7 7 7 0 0
7522, 0 0 0 0 0
7523, 2 0 0 0 0
7525, 8 8 7 7 6
7531, 7 7 6 1 0
7534, 9 8 8 8 8
7544, 8 8 7.000000e+00 6 5
7545, 10 10 9 9 5
7546, 8 0 0 0 0
7547, 1 0 0 0 0
7552, 10 0 0 0 0
7556, 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
7558, 5 0 0 0 0
7561, 0 0 0 0 0
7566, 10 10 9 8 8
7567, 7.000000e+00 7 0 0 0
7571, 1.000000e+01 10 10 10 10
7572, 0 0 0 0 0
7574, 10 10 10 10 9
7576, 7 0 0 0 0
7578, 1.000000e+01 10 10 10 10
7580, 10 10 10 9 9
7581, 1.000000e+01 1.000000e+01 10 10 10
7584, 10 9 9 8 8
7585, 2 2 2 2 2
7586, 0 0 0 0 0
7587, 1 0 0 0 0
7588, 8 6 5 4 4
7592, 9 9 8 8 8
7593, 9 9 8 7 5
7595, 7.000000e+00 0 0 0 0
7604, 0 0 0 0 0
7606, 10 8 8 8 8
7618, 8 8 8 8 8
7625, 0 0 0 0 0
7630, 0 0 0 0 0
7639, 10 3 0 0 0
7643, 8 8 6.000000e+00 5 5
7644, 8 0 0 0 0
7648, 2 2 0 0 0
7654, 0 0 0 0 0
7655, 9 9 0 0 0
7659, 7 7 6 6 6
7661, 1.000000e+01 1 0 0 0
7665, 10 10 10 10 10
7667, 1.000000e+01 10 10 10 10
7672, 7 7 5.000000e+00 0 0
7674, 7 2 0 0 0
7676, 3.000000e+00 0 0 0 0
7695, 0 0 0 0 0
7697, 4 0 0 0 0
7698, 0 0 0 0 0
7700, 5 0 0 0 0
7711, 9 9 0 0 0
7712, 6.000000e+00 0 0 0 0
7715, 9 9 7 0 0
7718, 0 0 0 0 0
7721, 0 0 0 0 0
7722, 0 0 0 0 0
7730, 0 0 0 0 0
7740, 0 0 0 0 0
7742, 6 6 5 5 5
7745, 4 0 0 0 0
7747, 9 9 7 6 0
7748, 10 10 10 0 0
7749, 0 0 0 0 0
7756, 10 5 0 0 0
7757, 10 10 10 10 0
7759, 0 0 0 0 0
7760, 6.000000e+00 0 0 0 0
7764, 7.000000e+00 7 7 7 7
7767, 8 8 8 8 0
7773, 9 7.000000e+00 7.000000e+00 7.000000e+00 7
7776, 10 10 10 10 10
7781, 0 0 0 0 0
7782, 8 8 8 8 7
7790, 8 0 0 0 0
7791, 10 9 9 0 0
7793, 0 0 0 0 0
7794, 0 0 0 0 0
7796, 10 10 10 10 10
7798, 10 10 10 10 10
7799, 0 0 0 0 0
7801, 7 0 0 0 0
7802, 8 7.000000e+00 7.000000e+00 7 7
7804, 10 10 10 0 0
7807, 0 0 0 0 0
7808, 7.000000e+00 7 7 7 7
7809, 10 10 10 10 10
7810, 9 0 0 0 0
7815, 10 1 0 0 0
7816, 0 0 0 0 0
7817, 8 7.000000e+00 7.000000e+00 7.000000e+00 7.000000e+00
7818, 0 0 0 0 0
7822, 0 0 0 0 0
7830, 10 2 2 0 0
7834, 0 0 0 0 0
7836, 2 0 0 0 0
7837, 0 0 0 0 0
7839, 8 8 6 5 0
7850, 0 0 0 0 0
7853, 10 9 9 9 9
7854, 7 0 0 0 0
7857, 8 0 0 0 0
7861, 8 0 0 0 0
7863, 10 0 0 0 0
7869, 8 0 0 0 0
7874, 7 3.000000e+00 0 0 0
7878, 10 9 5 0 0
7879, 10 5 5 5 0
7881, 9 6 6 5.000000e+00 5.000000e+00
7883, 0 0 0 0 0
7884, 0 0 0 0 0
7885, 8 7 0 0 0
7886, 10 10 10 10 10
7903, 10 0 0 0 0
7905, 1 0 0 0 0
7906, 10 10 9 9 5
7907, 10 10 8 0 0
7909, 9 2 0 0 0
7910, 10 10 9 9 9
7911, 10 10 10 10 10
7913, 1.000000e+01 1.000000e+01 10 10 10
7915, 10 10 10 10 10
7919, 1.000000e+01 10 10 10 0
7935, 5 0 0 0 0
7936, 9 9 3 3.000000e+00 0
7947, 1.000000e+01 10 8 8 7
7951, 8 0 0 0 0
7954, 10 0 0 0 0
7958, 0 0 0 0 0
7965, 9 9 9 8.454545e+00 8
7974, 0 0 0 0 0
7976, 10 10 10 7 0
7979, 9 5 5 5 5
7981, 1.000000e+01 1.000000e+01 1 1 1
7983, 8 0 0 0 0
7987, 10 10 10 9 8
7990, 0 0 0 0 0
7998, 8 8 7 0 0
8001, 0 0 0 0 0
8002, 8 8 7 0 0
8006, 0 0 0 0 0
8009, 8 8 8 6.000000e+00 6
8014, 0 0 0 0 0
8017, 10 10 10 10 10
8019, 0 0 0 0 0
8020, 0 0 0 0 0
8021, 10 9 8 7.000000e+00 7.000000e+00
8023, 0 0 0 0 0
8029, 0 0 0 0 0
8032, 0 0 0 0 0
8037, 10 10 0 0 0
8040, 8 0 0 0 0
8042, 10 10 10 10 9
8050, 0 0 0 0 0
8051, 7 0 0 0 0
8052, 10 10 10 10 10
8055, 0 0 0 0 0
8056, 7.000000e+00 0 0 0 0
8061, 7.000000e+00 0 0 0 0
8070, 5 5 0 0 0
8071, 10 10 10 10 10
8074, 6 6 4 3 1
8075, 0 0 0 0 0
8076, 8 5 2 0 0
8082, 0 0 0 0 0
8083, 0 0 0 0 0
8085, 10 0 0 0 0
8086, 7.000000e+00 7.000000e+00 7 7 7
8087, 6 0 0 0 0
8088, 8 0 0 0 0
8090, 6 6 5 4 3
8094, 10 0 0 0 0
8097, 0 0 0 0 0
8104, 9 9 5 4 0
8109, 10 10 10 10 9
8110, 0 0 0 0 0
8122, 4 0 0 0 0
8124, 10 10 10 0 0
8127, 0 0 0 0 0
8128, 10 10 10 1 1
8129, 0 0 0 0 0
8130, 10 10 10 10 10
8132, 9 9 9 7.000000e+00 5
8138, 10 2 2 2 0
8139, 0 0 0 0 0
8140, 5.000000e+00 5.000000e+00 0 0 0
8141, 10 10 10 10 9
8144, 10 10 10 10 10
8149, 7 0 0 0 0
8150, 0 0 0 0 0
8155, 9 9 9 8 7.000000e+00
8161, 8 0 0 0 0
8164, 0 0 0 0 0
8165, 10 10 10 10 10
8174, 0 0 0 0 0
8177, 10 10 8 8 0
8179, 0 0 0 0 0
8180, 9 8 0 0 0
8182, 0 0 0 0 0
8186, 10 10 10 10 9
8187, 10 10 10 6 0
8190, 6.000000e+00 0 0 0 0
8194, 9 0 0 0 0
8195, 4 4 0 0 0
8198, 0 0 0 0 0
8205, 0 0 0 0 0
8206, 8 8 0 0 0
8224, 0 0 0 0 0
8225, 9 7 0 0 0
8228, 10 10 10 10 9
8233, 0 0 0 0 0
8237, 5 0 0 0 0
8238, 0 0 0 0 0
8254, 0 0 0 0 0
8258, 6 6 4 0 0
8259, 0 0 0 0 0
8262, 0 0 0 0 0
8266, 0 0 0 0 0
8268, 0 0 0 0 0
8272, 0 0 0 0 0
8275, 0 0 0 0 0
8280, 0 0 0 0 0
8286, 10 9 9 8 7.000000e+00
8287, 0 0 0 0 0
8292, 1 1 1 1 1
8296, 7.000000e+00 7.000000e+00 7 7 0
8301, 9 1 1 0 0
8304, 0 0 0 0 0
8305, 0 0 0 0 0
8311, 0 0 0 0 0
8312, 7 7 7 7 7
8313, 0 0 0 0 0
8314, 0 0 0 0 0
8316, 4 0 0 0 0
8329, 5.000000e+00 5 0 0 0
8331, 1 0 0 0 0
8334, 0 0 0 0 0
8338, 10 10 0 0 0
8341, 10 10 3 2 2
8347, 0 0 0 0 0
8348, 4 4 4 0 0
8349, 9 9 9 9 9
8363, 10 10 10 10 10
8367, 5 5 5 5 5
8368, 10 10 10 0 0
8370, 9 0 0 0 0
8374, 0 0 0 0 0
8376, 8 8 8 8 8
8377, 10 10 3 0 0
8380, 7.000000e+00 7.000000e+00 0 0 0
8385, 10 10 10 10 9.500000e+00
8392, 10 9 6 6 6.000000e+00
8393, 8 8 8 8 7
8394, 10 7 7 7 0
8396, 8 0 0 0 0
8403, 0 0 0 0 0
8406, 9 9 9 9 9
8417, 10 10 10 9 9
8419, 10 10 10 10 7
8424, 10 9 9 0 0
8426, 10 0 0 0 0
8434, 0 0 0 0 0
8435, 1 0 0 0 0
8444, 2 2 0 0 0
8446, 8 8 6 6 6
8450, 10 0 0 0 0
8455, 9 0 0 0 0
8456, 9 9 9 9 9
8458, 10 10 5 4 0
8461, 0 0 0 0 0
8463, 9 9 9 0 0
8469, 10 6 0 0 0
8471, 10 10 10 10 10
8475, 0 0 0 0 0
8476, 0 0 0 0 0
8481, 0 0 0 0 0
8485, 7 2 2 0 0
8487, 10 10 10 10 0
8488, 9 9 9 9 0
8496, 9 9 9 9 8
8499, 10 10 10 6 4
8506, 10 0 0 0 0
8512, 9 9 9 8 8
8513, 4 4 4 4 4
8516, 0 0 0 0 0
8517, 10 10 9 9 0
8519, 10 9 0 0 0
8523, 8 6 5 4 4
8528, 0 0 0 0 0
8530, 7 0 0 0 0
8534, 10 10 10 9 9
8538, 10 10 10 10 10
8541, 0 0 0 0 0
8543, 10 7 0 0 0
8545, 0 0 0 0 0
8548, 3 3 0 0 0
8549, 0 0 0 0 0
8552, 5 5 5 5 0
8557, 0 0 0 0 0
8559, 0 0 0 0 0
8562, 6 6.000000e+00 0 0 0
8564, 1.000000e+01 10 10 10 10
8569, 8 0 0 0 0
8573, 7 7 7 6 6
8578, 0 0 0 0 0
8580, 0 0 0 0 0
8582, 9 9 9 0 0
8586, 4 4 2 0 0
8589, 7 4 4 4 0
8591, 9 9 8 0 0
8594, 10 10 9 8 8
8595, 9 9 9 9 9
8600, 8 4 4 4 3
8601, 1 1 0 0 0
8611, 0 0 0 0 0
8613, 9 9 7.000000e+00 7 6
8614, 9 0 0 0 0
8618, 7 7 7 7 0
8619, 0 0 0 0 0
8620, 1.000000e+01 10 10 10 10
8621, 6 0 0 0 0
8622, 8 0 0 0 0
8628, 0 0 0 0 0
8630, 0 0 0 0 0
8634, 7 7 5 5 5
8636, 9 7 7 7 0
8638, 10 10 10 10 10
8639, 8 8 8 0 0
8645, 9 9 9 9 4
8646, 6 0 0 0 0
8648, 9 0 0 0 0
8651, 10 1.000000e+01 0 0 0
8653, 8 8 8 8 0
8655, 0 0 0 0 0
8666, 9 0 0 0 0
8667, 9 0 0 0 0
8671, 9 9 9 9 9
8674, 6 0 0 0 0
8677, 10 0 0 0 0
8682, 0 0 0 0 0
8684, 6 6 6 6 6
8687, 8 8 8 8 8
8696, 10 10 10 0 0
8697, 10 10 1 0 0
8702, 9 8 7 7 7
8707, 7.000000e+00 7 7 7 7
8709, 0 0 0 0 0
8711, 7 5 1 1 0
8712, 0 0 0 0 0
8720, 10 7.000000e+00 7 7 7
8724, 0 0 0 0 0
8732, 1.000000e+01 10 10 10 5
8733, 0 0 0 0 0
8737, 9 9 0 0 0
8738, 10 10 10 10 8
8742, 7 7 5 5 0
8743, 9 0 0 0 0
8748, 8 0 0 0 0
8753, 0 0 0 0 0
8754, 7 0 0 0 0
8756, 10 10 0 0 0
8760, 0 0 0 0 0
8766, 6 6 0 0 0
8769, 10 0 0 0 0
8771, 7 4 0 0 0
8784, 9 9 7 7 0
8786, 1.000000e+01 0 0 0 0
8787, 0 0 0 0 0
8792, 9 8 8 8 7
8794, 6 6.000000e+00 0 0 0
8805, 10 10 10 2 1
8806, 9 1 1 1 0
8809, 0 0 0 0 0
8812, 10 10 10 0 0
8817, 0 0 0 0 0
8819, 8 8 8 8 0
8822, 0 0 0 0 0
8830, 8 0 0 0 0
8836, 0 0 0 0 0
8840, 1.000000e+01 1.000000e+01 7.000000e+00 7.000000e+00 0
8850, 7.500000e+00 0 0 0 0
8851, 0 0 0 0 0
8859, 8 0 0 0 0
8861, 0 0 0 0 0
8862, 9 9 9 9 9
8869, 0 0 0 0 0
8870, 0 0 0 0 0
8873, 9 9 9 9 9
8875, 9 8 8 7.000000e+00 7
8888, 0 0 0 0 0
8889, 9 5 0 0 0
8891, 10 10 10 9 9
8895, 10 10 10 10 1.000000e+01
8896, 10 10 0 0 0
8897, 9 9 9 9 9
8898, 8 8 0 0 0
8907, 8 8 8 6.000000e+00 6
8916, 1 1 1 1 1
8917, 6 6.000000e+00 5 5 3
8919, 10 0 0 0 0
8926, 10 8 7 7 7
8927, 0 0 0 0 0
8929, 0 0 0 0 0
8934, 0 0 0 0 0
8936, 7 7 0 0 0
8937, 1 0 0 0 0
8938, 6.000000e+00 0 0 0 0
8940, 0 0 0 0 0
8943, 0 0 0 0 0
8944, 0 0 0 0 0
8948, 0 0 0 0 0
8951, 10 6 4 0 0
8954, 10 7 0 0 0
8965, 0 0 0 0 0
8966, 7 7 7 6 6
8967, 0 0 0 0 0
8975, 7 0 0 0 0
8992, 0 0 0 0 0
8993, 0 0 0 0 0
8995, 8 8 8 8 8
8998, 0 0 0 0 0
8999, 10 10 1 1 0
9000, 7 0 0 0 0
9005, 0 0 0 0 0
9006, 0 0 0 0 0
9010, 0 0 0 0 0
9013, 7 6 6 6 0
9014, 1.000000e+01 10 10 10 10
9021, 0 0 0 0 0
9027, 0 0 0 0 0
9029, 10 0 0 0 0
9041, 9 9 9 8 8
9045, 0 0 0 0 0
9048, 0 0 0 0 0
9053, 0 0 0 0 0
9054, 8 0 0 0 0
9057, 9 9 9 9 9
9058, 2 0 0 0 0
9063, 9 9 9 0 0
9066, 0 0 0 0 0
9067, 8 8 8 8 0
9069, 1.000000e+01 1.000000e+01 0 0 0
9078, 10 10 10 10 10
9087, 6.000000e+00 2 2 1 1
9090, 10 10 9 9 8
9094, 0 0 0 0 0
9095, 7.000000e+00 7.000000e+00 7 7 7
9100, 9 9 0 0 0
9102, 10 10 10 10 10
9106, 0 0 0 0 0
9108, 1.000000e+01 10 9 7.000000e+00 7
9109, 5 5 0 0 0
9111, 8 0 0 0 0
9121, 10 7 0 0 0
9125, 0 0 0 0 0
9138, 9 9 9 7 7
9139, 0 0 0 0 0
9147, 4 4 0 0 0
9155, 10 0 0 0 0
9156, 10 0 0 0 0
9158, 0 0 0 0 0
9160, 10 10 10 9 8
9161, 9 7 3 3.000000e+00 3.000000e+00
9162, 0 0 0 0 0
9167, 3 0 0 0 0
9168, 10 10 10 9 9
9170, 10 10 10 10 8
9171, 0 0 0 0 0
9176, 0 0 0 0 0
9178, 1.000000e+01 10 10 10 9
9183, 10 10 10 0 0
9186, 8 7 5 5 1
9189, 8 8 8 8 7.000000e+00
9192, 7 0 0 0 0
9214, 7.000000e+00 7.000000e+00 7 0 0
9216, 0 0 0 0 0
9219, 10 0 0 0 0
9220, 1 0 0 0 0
9222, 8 7 7 7 7
9225, 4 3 0 0 0
9228, 0 0 0 0 0
9232, 0 0 0 0 0
9236, 8 8 0 0 0
9245, 10 10 10 10 10
9249, 0 0 0 0 0
9250, 0 0 0 0 0
9253, 10 10 0 0 0
9258, 10 0 0 0 0
9260, 0 0 0 0 0
9263, 10 10 10 9 9
9267, 1.000000e+01 0 0 0 0
9268, 10 9 9 8 6
9273, 6 1 0 0 0
9275, 10 10 10 10 0
9277, 0 0 0 0 0
9278, 8 7 7 5 4
9281, 10 10 1.000000e+01 0 0
9282, 10 10 0 0 0
9284, 0 0 0 0 0
9289, 9 9 0 0 0
9290, 0 0 0 0 0
9299, 10 10 10 10 10
9303, 9 9 9 7 7
9304, 9 9 9 9 9
9310, 9 0 0 0 0
9312, 0 0 0 0 0
9322, 0 0 0 0 0
9331, 1.000000e+01 9 9 7.000000e+00 7
9332, 10 10 10 10 9
9337, 0 0 0 0 0
9340, 10 10 10 10 0
9345, 0 0 0 0 0
9347, 1.000000e+01 1.000000e+01 7.000000e+00 6 6
9364, 10 10 9 9 8
9365, 10 10 10 9 9
9366, 9 9 9 4 0
9368, 8 8 0 0 0
9369, 8 0 0 0 0
9372, 0 0 0 0 0
9375, 4 4 3 3 2
9382, 10 10 0 0 0
9383, 10 0 0 0 0
9388, 1.000000e+01 1.000000e+01 5 5 5
9390, 9 9 9 9 9
9395, 8 1 0 0 0
9396, 0 0 0 0 0
9399, 4 4 4 0 0
9401, 7 0 0 0 0
9406, 8 0 0 0 0
9409, 6 6 6.000000e+00 6.000000e+00 0
9413, 7 7 7 7 6.454545e+00
9416, 10 0 0 0 0
9418, 9 8 6 4 4
9420, 10 10 10 10 10
9433, 10 10 10 10 10
9440, 9 9 8 8 8
9441, 7 0 0 0 0
9448, 8 6 3 3 0
9454, 1.000000e+01 1.000000e+01 1.000000e+01 10 10
9461, 6.000000e+00 0 0 0 0
9473, 10 10 10 7 7
9474, 0 0 0 0 0
9475, 10 10 10 10 10
9476, 4 2 2 2 2
9478, 3.000000e+00 3.000000e+00 2 0 0
9488, 0 0 0 0 0
9491, 10 10 1.000000e+01 6 6
9492, 0 0 0 0 0
9495, 10 10 10 10 0
9497, 10 10 8 8 2
9498, 1.000000e+01 1.000000e+01 7.000000e+00 7.000000e+00 7
9499, 0 0 0 0 0
9503, 0 0 0 0 0
9510, 0 0 0 0 0
9511, 5 5 5 0 0
9512, 10 10 10 10 10
9513, 1.000000e+01 10 0 0 0
9514, 10 10 9 0 0
9515, 9 5 5 5 5
9523, 7.000000e+00 6 0 0 0
9533, 0 0 0 0 0
9541, 0 0 0 0 0
9543, 4 4 1 1 0
9545, 7 7 6 6 6.000000e+00
9553, 0 0 0 0 0
9554, 0 0 0 0 0
9563, 0 0 0 0 0
9569, 8 8 0 0 0
9573, 0 0 0 0 0
9574, 0 0 0 0 0
9578, 10 10 10 10 10
9586, 0 0 0 0 0
9595, 0 0 0 0 0
9596, 0 0 0 0 0
9597, 10 4 4 0 0
9598, 8 3 3.000000e+00 2 2
9606, 3 3.000000e+00 2 2 0
9607, 0 0 0 0 0
9608, 10 10 10 10 10
9610, 10 10 0 0 0
9612, 10 10 0 0 0
9615, 9 9 0 0 0
9620, 0 0 0 0 0
9626, 7 0 0 0 0
9631, 0 0 0 0 0
9634, 0 0 0 0 0
9635, 8 8 8 0 0
9636, 6 1 1 1 1
9638, 1.000000e+01 3 0 0 0
9640, 0 0 0 0 0
9641, 9 9 9 7 0
9664, 7 0 0 0 0
9666, 0 0 0 0 0
9669, 0 0 0 0 0
9673, 0 0 0 0 0
9675, 8 8 7.000000e+00 7.000000e+00 7
9679, 8 7.000000e+00 7 7 7
9683, 5 0 0 0 0
9686, 10 8 8 6 5
9689, 10 10 9 0 0
9690, 4 0 0 0 0
9693, 3 0 0 0 0
9701, 0 0 0 0 0
9702, 10 10 10 0 0
9708, 1.000000e+01 10 10 10 10
9712, 9 9 9 9 7
9714, 10 10 10 6 6
9716, 10 0 0 0 0
9722, 9 0 0 0 0
9731, 8 0 0 0 0
9740, 1.000000e+01 10 10 10 10
9742, 9 9 0 0 0
9744, 10 10 10 10 9
9755, 0 0 0 0 0
9766, 9 9 0 0 0
9770, 0 0 0 0 0
9771, 10 10 0 0 0
9783, 0 0 0 0 0
9785, 10 0 0 0 0
9788, 8 0 0 0 0
9790, 10 10 10 10 10
9791, 10 10 9 9 8
9792, 8 8 6 6.000000e+00 0
9795, 0 0 0 0 0
9802, 9 1 0 0 0
9803, 0 0 0 0 0
9805, 7 7 0 0 0
9806, 0 0 0 0 0
9807, 9 9 9 9 9
9808, 0 0 0 0 0
9814, 0 0 0 0 0
9815, 2 2 1 1 1
9818, 10 9 2 1 0
9822, 10 8 8 4 4
9823, 10 10 10 10 10
9825, 9 0 0 0 0
9827, 10 9 9 9 9
9831, 10 10 0 0 0
9832, 0 0 0 0 0
9833, 8 7 0 0 0
9835, 0 0 0 0 0
9838, 0 0 0 0 0
9842, 10 10 9 7.222222e+00 7
9850, 5 0 0 0 0
9854, 9 9 7 0 0
9860, 10 10 10 10 10
9866, 9 8 5 3 2
9868, 9 9 9 9 8
9874, 8 8 0 0 0
9875, 6 6 0 0 0
9880, 9 9 8 7 0
9882, 0 0 0 0 0
9886, 1.000000e+01 10 10 10 10
9888, 10 10 10 8 7.000000e+00
9889, 9 3 3 3 3
9894, 9 9 9 8 8
9895, 0 0 0 0 0
9907, 1 1 0 0 0
9919, 0 0 0 0 0
9921, 10 0 0 0 0
9923, 2 0 0 0 0
9928, 0 0 0 0 0
9932, 3 0 0 0 0
9935, 7 6 6.000000e+00 5 0
9936, 5 0 0 0 0
9941, 7 0 0 0 0
9948, 0 0 0 0 0
9950, 0 0 0 0 0
9951, 4 0 0 0 0
9961, 0 0 0 0 0
9970, 10 0 0 0 0
9979, 10 10 10 9 9
9985, 0 0 0 0 0
9987, 0 0 0 0 0
9995, 0 0 0 0 0
9997, 7.000000e+00 6.000000e+00 6.000000e+00 6.000000e+00 0
10001, 7.000000e+00 7 7 4 0
10003, 7.000000e+00 7.000000e+00 7 7 7.000000e+00
10011, 8 7 7 7 6
10013, 8 8 0 0 0
10020, 0 0 0 0 0
10023, 0 0 0 0 0
10024, 5.000000e+00 5 0 0 0
10030, 0 0 0 0 0
10035, 0 0 0 0 0
10046, 9 9 9 9 7
10050, 9 9 7 0 0
10056, 8 8 6 0 0
10057, 9 7.000000e+00 0 0 0
10062, 0 0 0 0 0
10065, 10 0 0 0 0
10074, 0 0 0 0 0
10086, 9 9 9 9 9
10093, 3 3.000000e+00 0 0 0
10094, 1.000000e+01 7.000000e+00 7 0 0
10096, 1.000000e+01 10 8 5 5
10098, 10 10 10 10 10
10108, 10 10 10 10 9
10109, 10 10 10 10 10
10111, 9 4 0 0 0
10114, 0 0 0 0 0
10119, 10 10 10 10 8
10120, 0 0 0 0 0
10126, 8 8 8 0 0
10127, 0 0 0 0 0
10132, 9 8 8 8 8
10134, 10 10 10 10 10
10137, 10 4 0 0 0
10138, 10 0 0 0 0
10145, 0 0 0 0 0
10146, 9 9 9 9 9
10148, 0 0 0 0 0
10166, 10 9 9 0 0
10169, 10 8 7 7 7
10171, 9 9 9 8 8
10175, 10 10 10 10 4
10183, 0 0 0 0 0
10189, 10 10 0 0 0
10190, 10 10 9 9 9
10205, 9 9 8 8 8
10207, 7.000000e+00 7.000000e+00 0 0 0
10215, 0 0 0 0 0
10216, 10 0 0 0 0
10221, 0 0 0 0 0
10222, 0 0 0 0 0
10226, 8 6 6 6 6
10227, 10 0 0 0 0
10228, 9 8 8 8 8
10232, 10 10 10 10 10
10234, 0 0 0 0 0
10244, 10 0 0 0 0
10245, 10 10 10 10 10
10251, 7 0 0 0 0
10252, 10 0 0 0 0
10259, 0 0 0 0 0
10263, 10 0 0 0 0
10268, 1 0 0 0 0
10270, 5 5 5 5 5
10276, 7.000000e+00 0 0 0 0
10279, 0 0 0 0 0
10280, 9 9 9 0 0
10289, 0 0 0 0 0
10292, 7.000000e+00 7.000000e+00 0 0 0
10293, 1.000000e+01 1.000000e+01 7 6 2
10295, 1 1 1 1 1
10297, 0 0 0 0 0
10302, 5 0 0 0 0
10305, 10 10 5 0 0
10307, 4 2 0 0 0
10308, 6 6 6 6 6
